AdjRatioFeature	AdvRatioFeature	ArtRatioFeature	CardRatioFeature	ConjRatioFeature	EndingAble	EndingAl	EndingFul	EndingIble	EndingIc	EndingIve	EndingLess	EndingLy	EndingOus	NRatioFeature	NrofChars	NrofSentences	NrofTokens	NrofTokensPerSentence	ORatioFeature	PpRatioFeature	PrRatioFeature	PronounRatioHe	PronounRatioI	PronounRatioIt	PronounRatioShe	PronounRatioThey	PronounRatioUs	PronounRatioWe	PronounRatioYou	PuncRatioFeature	QuestionRatio	TokLenRatio	TypeTokenRatio	VRatioFeature	avgNumCharsSent	avgNumCharsToken	nrOfCommas	standardDevCharsPerSentence	standardDevCharsPerToken	standardDevTokensPerSentence	outcome
0.07513	0.028497	0.103627	0.010363	0.025907	1168	0.0	6.896552	0.0	0.0	0.0	10.344828	3.448276	9.090909	0.0	0.279793	2018.0	1.0	386.0	386.0	0.0	0.173575	0.07772	0.0	0.1	0.0	0.0	0.133333	0.033333	0.033333	0.266667	0.0	0.0	1.0	0.378238	0.225389	2018.0	4.235751	0.0	0.0	1.93786	0.0	8
0.035461	0.070922	0.082742	0.002364	0.030733	1169	0.0	6.666667	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.27896	2439.0	1.0	423.0	423.0	0.0	0.179669	0.08747	0.0	0.027027	0.135135	0.0	0.189189	0.0	0.0	0.189189	0.002364	0.0	1.0	0.468085	0.229314	2439.0	4.774882	0.0	0.0	2.50857	0.0	10
0.09434	0.09434	0.037736	0.0	0.09434	116	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.283019	312.0	1.0	53.0	53.0	0.0	0.132075	0.056604	0.0	0.333333	0.333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.849057	0.207547	312.0	4.90566	0.0	0.0	2.381249	0.0	4
0.07728	0.055641	0.094281	0.004637	0.040185	1170	4.0	18.0	0.0	2.0	0.0	0.0	0.0	22.222222	0.0	0.302937	3769.0	1.0	647.0	647.0	0.0	0.18238	0.049459	0.0	0.15625	0.0	0.0625	0.125	0.0	0.03125	0.03125	0.003091	0.0	1.0	0.500773	0.190108	3769.0	4.826357	0.0	0.0	2.650304	0.0	12
0.076923	0.064313	0.084489	0.007566	0.047919	1171	3.278689	0.0	4.918033	1.639344	0.0	0.0	0.0	5.882353	0.0	0.215637	4196.0	1.0	793.0	793.0	0.0	0.139975	0.126103	0.0	0.12	0.08	0.0	0.09	0.0	0.06	0.24	0.0	0.0	1.0	0.412358	0.234552	4196.0	4.302648	0.0	0.0	2.30449	0.0	12
0.051181	0.114173	0.074803	0.0	0.047244	1172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.241379	0.0	0.204724	1334.0	1.0	254.0	254.0	0.0	0.181102	0.110236	0.0	0.214286	0.071429	0.0	0.321429	0.0	0.0	0.142857	0.0	0.0	1.0	0.464567	0.216535	1334.0	4.267717	0.0	0.0	2.06565	0.0	7
0.073964	0.056213	0.106509	0.005917	0.038462	1173	0.0	12.0	4.0	0.0	0.0	0.0	0.0	26.315789	0.0	0.295858	1889.0	1.0	338.0	338.0	0.0	0.147929	0.076923	0.0	0.076923	0.038462	0.0	0.0	0.0	0.038462	0.384615	0.0	0.0	1.0	0.488166	0.198225	1889.0	4.597633	0.0	0.0	2.576222	0.0	8
0.080495	0.080495	0.080495	0.003096	0.03096	1174	0.0	30.769231	0.0	3.846154	0.0	7.692308	0.0	11.538462	0.0	0.26935	1800.0	1.0	323.0	323.0	0.0	0.160991	0.058824	0.0	0.0	0.052632	0.0	0.157895	0.0	0.052632	0.526316	0.003096	0.0	1.0	0.566563	0.232198	1800.0	4.580745	0.0	0.0	2.266691	0.0	10
0.078095	0.062857	0.087619	0.0	0.04381	1175	2.439024	2.439024	0.0	0.0	0.0	9.756098	2.439024	9.090909	2.439024	0.257143	2902.0	1.0	525.0	525.0	0.0	0.171429	0.068571	0.027778	0.0	0.166667	0.0	0.222222	0.0	0.0	0.194444	0.0	0.0	1.0	0.422857	0.230476	2902.0	4.537143	0.0	0.0	2.285576	0.0	9
0.057339	0.048165	0.08945	0.004587	0.055046	1176	0.0	0.0	4.0	0.0	4.0	4.0	0.0	14.285714	0.0	0.236239	2331.0	1.0	436.0	436.0	0.0	0.151376	0.149083	0.0	0.338462	0.169231	0.061538	0.030769	0.0	0.0	0.169231	0.0	0.0	1.0	0.332569	0.208716	2331.0	4.355505	0.0	0.0	2.327487	0.0	8
0.049751	0.049751	0.064677	0.004975	0.029851	1177	20.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.20398	1028.0	1.0	201.0	201.0	0.0	0.19403	0.124378	0.0	0.12	0.12	0.0	0.04	0.0	0.0	0.48	0.0	0.0	1.0	0.497512	0.278607	1028.0	4.139303	0.0	0.0	2.054118	0.0	6
0.10514	0.088785	0.091121	0.0	0.053738	1178	6.666667	4.444444	6.666667	0.0	0.0	0.0	0.0	21.052632	2.222222	0.259346	2298.0	1.0	428.0	428.0	0.0	0.163551	0.063084	0.0	0.074074	0.185185	0.0	0.37037	0.0	0.0	0.0	0.0	0.0	1.0	0.450935	0.175234	2298.0	4.378505	0.0	0.0	2.050007	0.0	9
0.050802	0.058824	0.07754	0.002674	0.053476	1179	10.526316	5.263158	0.0	0.0	0.0	0.0	0.0	4.545455	0.0	0.184492	1896.0	1.0	374.0	374.0	0.0	0.184492	0.139037	0.0	0.057692	0.038462	0.0	0.038462	0.0	0.0	0.384615	0.0	0.0	1.0	0.318182	0.245989	1896.0	4.096257	0.0	0.0	2.141102	0.0	8
0.089783	0.092879	0.052632	0.003096	0.04644	117	3.448276	3.448276	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.201238	1702.0	1.0	323.0	323.0	0.0	0.154799	0.130031	0.0	0.047619	0.142857	0.0	0.095238	0.02381	0.0	0.333333	0.0	0.0	1.0	0.436533	0.229102	1702.0	4.28483	0.0	0.0	2.127365	0.0	8
0.049261	0.046798	0.130542	0.004926	0.036946	1180	5.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.280788	2120.0	1.0	406.0	406.0	0.0	0.150246	0.091133	0.0	0.162162	0.081081	0.0	0.0	0.0	0.0	0.351351	0.0	0.0	1.0	0.46798	0.20936	2120.0	4.231527	0.0	0.0	2.070337	0.0	8
0.070175	0.04386	0.093567	0.008772	0.035088	1181	0.0	8.333333	0.0	0.0	0.0	20.833333	0.0	26.666667	0.0	0.298246	1898.0	1.0	342.0	342.0	0.0	0.125731	0.096491	0.030303	0.030303	0.090909	0.0	0.060606	0.181818	0.121212	0.090909	0.0	0.0	1.0	0.447368	0.22807	1898.0	4.540936	0.0	0.0	2.40791	0.0	10
0.076046	0.064639	0.08365	0.003802	0.053232	1182	5.0	5.0	0.0	0.0	0.0	0.0	0.0	17.647059	0.0	0.26616	1432.0	1.0	263.0	263.0	0.0	0.159696	0.095057	0.0	0.08	0.2	0.0	0.08	0.0	0.0	0.32	0.0	0.0	1.0	0.577947	0.197719	1432.0	4.463878	0.0	0.0	2.384525	0.0	7
0.080882	0.066176	0.084559	0.014706	0.044118	1183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.333333	4.545455	0.213235	1336.0	1.0	272.0	272.0	0.0	0.150735	0.136029	0.054054	0.027027	0.108108	0.0	0.027027	0.0	0.0	0.432432	0.0	0.0	1.0	0.360294	0.209559	1335.0	3.919118	0.0	0.0	1.803001	0.0	8
0.068376	0.039886	0.099715	0.005698	0.017094	1184	0.0	4.166667	0.0	0.0	0.0	0.0	0.0	14.285714	0.0	0.279202	1936.0	1.0	351.0	351.0	0.0	0.182336	0.119658	0.0	0.047619	0.047619	0.0	0.047619	0.0	0.047619	0.285714	0.002849	0.0	1.0	0.487179	0.185185	1936.0	4.522857	0.0	0.0	2.539582	0.0	10
0.087948	0.058632	0.114007	0.0	0.019544	1185	11.111111	0.0	0.0	0.0	3.703704	0.0	0.0	0.0	0.0	0.270358	1708.0	1.0	307.0	307.0	0.0	0.162866	0.104235	0.0	0.03125	0.0625	0.0	0.15625	0.0625	0.0	0.4375	0.0	0.0	1.0	0.586319	0.18241	1708.0	4.57329	0.0	0.0	2.515814	0.0	8
0.043779	0.078341	0.059908	0.018433	0.032258	1186	0.0	10.526316	0.0	0.0	0.0	0.0	0.0	14.705882	0.0	0.209677	2270.0	1.0	434.0	434.0	0.0	0.156682	0.14977	0.0	0.369231	0.061538	0.015385	0.061538	0.0	0.030769	0.230769	0.0	0.0	1.0	0.440092	0.251152	2270.0	4.237327	0.0	0.0	2.244581	0.0	9
0.079096	0.064972	0.073446	0.002825	0.042373	1187	7.142857	10.714286	3.571429	0.0	3.571429	3.571429	3.571429	13.043478	0.0	0.282486	2061.0	1.0	354.0	354.0	0.0	0.161017	0.067797	0.041667	0.083333	0.125	0.0	0.208333	0.125	0.041667	0.083333	0.0	0.0	1.0	0.474576	0.225989	2061.0	4.827684	0.0	0.0	2.438213	0.0	10
0.084337	0.055422	0.079518	0.00241	0.036145	1188	0.0	5.714286	0.0	0.0	2.857143	0.0	5.714286	4.347826	0.0	0.20241	2204.0	1.0	415.0	415.0	0.0	0.192771	0.120482	0.0	0.06	0.14	0.0	0.16	0.02	0.1	0.08	0.0	0.0	1.0	0.496386	0.226506	2204.0	4.315663	0.0	0.0	2.224534	0.0	8
0.040541	0.084459	0.094595	0.003378	0.067568	1189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.236486	1602.0	1.0	296.0	296.0	0.0	0.131757	0.094595	0.0	0.142857	0.035714	0.25	0.071429	0.0	0.035714	0.035714	0.006757	0.0	1.0	0.550676	0.239865	1602.0	4.413559	0.0	0.0	1.916517	0.0	9
0.073394	0.059633	0.087156	0.0	0.045872	118	3.125	6.25	3.125	3.125	0.0	3.125	0.0	19.230769	3.125	0.302752	2518.0	1.0	436.0	436.0	0.002294	0.169725	0.066514	0.0	0.0	0.103448	0.0	0.068966	0.206897	0.0	0.034483	0.0	0.0	1.0	0.488532	0.192661	2518.0	4.779817	0.0	0.0	2.485214	0.0	12
0.051867	0.076763	0.120332	0.002075	0.03527	1190	0.0	4.0	4.0	0.0	0.0	0.0	0.0	13.513514	4.0	0.221992	2425.0	1.0	482.0	482.0	0.0	0.130705	0.10166	0.0	0.0	0.102041	0.0	0.163265	0.0	0.061224	0.44898	0.0	0.0	1.0	0.394191	0.259336	2425.0	4.045643	0.0	0.0	1.963883	0.0	9
0.073059	0.082192	0.091324	0.0	0.050228	1191	6.25	0.0	0.0	0.0	0.0	0.0	0.0	8.333333	0.0	0.257991	2351.0	1.0	438.0	438.0	0.0	0.159817	0.079909	0.0	0.171429	0.228571	0.0	0.2	0.0	0.0	0.228571	0.0	0.0	1.0	0.374429	0.205479	2350.0	4.372146	0.0	0.0	2.099326	0.0	8
0.028329	0.056657	0.130312	0.0	0.048159	1192	0.0	10.0	0.0	0.0	0.0	10.0	0.0	5.0	10.0	0.249292	1758.0	1.0	353.0	353.0	0.0	0.172805	0.09915	0.0	0.257143	0.085714	0.0	0.028571	0.0	0.0	0.257143	0.0	0.0	1.0	0.407932	0.215297	1758.0	3.991501	0.0	0.0	2.122972	0.0	8
0.086614	0.062992	0.082677	0.0	0.068898	1193	2.272727	4.545455	11.363636	0.0	2.272727	0.0	0.0	25.0	0.0	0.244094	2784.0	1.0	508.0	508.0	0.0	0.159449	0.072835	0.0	0.027027	0.108108	0.0	0.216216	0.054054	0.081081	0.27027	0.0	0.0	1.0	0.413386	0.222441	2784.0	4.492126	0.0	0.0	2.568345	0.0	10
0.070258	0.044496	0.081967	0.002342	0.056206	1194	3.333333	3.333333	0.0	0.0	3.333333	6.666667	3.333333	15.789474	0.0	0.295082	2406.0	1.0	427.0	427.0	0.0	0.161593	0.074941	0.0	0.03125	0.125	0.0	0.0	0.0625	0.0625	0.4375	0.004684	0.0	1.0	0.538642	0.208431	2406.0	4.647887	0.0	0.0	2.420173	0.0	10
0.069825	0.077307	0.092269	0.004988	0.032419	1195	7.142857	0.0	3.571429	3.571429	0.0	7.142857	3.571429	32.258065	0.0	0.266833	2275.0	1.0	401.0	401.0	0.0	0.139651	0.094763	0.0	0.026316	0.184211	0.0	0.026316	0.0	0.0	0.526316	0.002494	0.0	1.0	0.478803	0.219451	2275.0	4.688279	0.0	0.0	2.506866	0.0	11
0.053333	0.073333	0.066667	0.006667	0.043333	1196	0.0	6.25	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.25	1513.0	1.0	300.0	300.0	0.0	0.173333	0.12	0.0	0.027778	0.027778	0.0	0.194444	0.0	0.0	0.555556	0.0	0.0	1.0	0.486667	0.213333	1513.0	4.053333	0.0	0.0	1.861135	0.0	8
0.05642	0.058366	0.099222	0.0	0.054475	1197	0.0	0.0	0.0	0.0	0.0	3.448276	0.0	20.0	0.0	0.18677	2527.0	1.0	514.0	514.0	0.0	0.194553	0.11284	0.0	0.172414	0.189655	0.0	0.12069	0.017241	0.017241	0.275862	0.0	0.0	1.0	0.317121	0.235409	2527.0	3.924125	0.0	0.0	1.951773	0.0	8
0.080189	0.061321	0.080189	0.0	0.04717	1198	5.882353	5.882353	0.0	0.0	0.0	11.764706	0.0	0.0	0.0	0.264151	1113.0	1.0	212.0	212.0	0.0	0.141509	0.099057	0.0	0.142857	0.238095	0.0	0.142857	0.0	0.238095	0.047619	0.0	0.0	1.0	0.646226	0.226415	1113.0	4.264151	0.0	0.0	2.029508	0.0	7
0.078231	0.05102	0.119048	0.003401	0.020408	1199	8.695652	4.347826	8.695652	4.347826	0.0	8.695652	0.0	0.0	4.347826	0.251701	1580.0	1.0	294.0	294.0	0.0	0.163265	0.054422	0.0	0.0	0.125	0.0	0.4375	0.0	0.0625	0.0	0.003401	0.0	1.0	0.55102	0.255102	1580.0	4.37884	0.0	0.0	2.300726	0.0	8
0.077869	0.063525	0.096311	0.0	0.036885	119	0.0	7.894737	0.0	0.0	0.0	5.263158	0.0	6.451613	0.0	0.190574	2473.0	1.0	488.0	488.0	0.0	0.178279	0.133197	0.0	0.030769	0.046154	0.046154	0.030769	0.076923	0.015385	0.292308	0.004098	0.0	1.0	0.506148	0.217213	2473.0	4.059671	0.0	0.0	1.977897	0.0	10
0.094512	0.060976	0.085366	0.003049	0.030488	11	0.0	3.225806	0.0	0.0	0.0	0.0	0.0	45.0	12.903226	0.25	1912.0	1.0	328.0	328.0	0.0	0.146341	0.082317	0.0	0.037037	0.074074	0.0	0.296296	0.074074	0.037037	0.0	0.0	0.0	1.0	0.606707	0.246951	1912.0	4.841463	0.0	0.0	2.379893	0.0	8
0.058252	0.07767	0.099029	0.001942	0.027184	1200	0.0	6.666667	0.0	3.333333	0.0	0.0	0.0	22.5	0.0	0.207767	2730.0	1.0	515.0	515.0	0.0	0.182524	0.116505	0.0	0.0	0.116667	0.0	0.0	0.0	0.033333	0.45	0.0	0.0	1.0	0.467961	0.229126	2730.0	4.312621	0.0	0.0	2.125512	0.0	9
0.08913	0.067391	0.102174	0.002174	0.054348	1201	4.878049	12.195122	0.0	0.0	2.439024	0.0	2.439024	25.806452	4.878049	0.284783	2709.0	1.0	460.0	460.0	0.0	0.176087	0.036957	0.0	0.352941	0.176471	0.0	0.176471	0.0	0.0	0.0	0.0	0.0	1.0	0.469565	0.186957	2709.0	4.893478	0.0	0.0	2.609256	0.0	12
0.042607	0.045113	0.090226	0.002506	0.022556	1202	0.0	0.0	0.0	0.0	0.0	29.411765	0.0	5.555556	0.0	0.203008	1939.0	1.0	399.0	399.0	0.0	0.170426	0.16792	0.0	0.134328	0.044776	0.0	0.059701	0.0	0.0	0.507463	0.0	0.0	1.0	0.325815	0.255639	1939.0	3.867168	0.0	0.0	2.009975	0.0	8
0.054726	0.042289	0.094527	0.0	0.049751	1203	4.545455	0.0	0.0	0.0	0.0	0.0	0.0	5.882353	0.0	0.253731	2065.0	1.0	402.0	402.0	0.002488	0.161692	0.109453	0.0	0.0	0.022727	0.0	0.045455	0.0	0.0	0.568182	0.0	0.0	1.0	0.425373	0.231343	2065.0	4.151741	0.0	0.0	2.061097	0.0	8
0.06499	0.048218	0.092243	0.002096	0.039832	1204	3.225806	6.451613	0.0	0.0	0.0	6.451613	3.225806	17.391304	0.0	0.245283	2568.0	1.0	477.0	477.0	0.0	0.209644	0.098532	0.0	0.106383	0.0	0.0	0.06383	0.0	0.0	0.382979	0.0	0.0	1.0	0.415094	0.197065	2567.0	4.392034	0.0	0.0	2.228879	0.0	9
0.078313	0.072289	0.096386	0.003012	0.048193	1205	3.846154	7.692308	0.0	0.0	0.0	0.0	0.0	16.666667	0.0	0.240964	1799.0	1.0	332.0	332.0	0.0	0.123494	0.11747	0.0	0.102564	0.102564	0.0	0.025641	0.102564	0.102564	0.333333	0.003012	0.0	1.0	0.503012	0.216867	1799.0	4.442771	0.0	0.0	2.374509	0.0	8
0.058166	0.044743	0.102908	0.004474	0.038031	1206	0.0	3.846154	0.0	0.0	0.0	7.692308	0.0	15.0	3.846154	0.310962	2699.0	1.0	447.0	447.0	0.0	0.147651	0.085011	0.157895	0.052632	0.052632	0.052632	0.105263	0.0	0.0	0.026316	0.002237	0.0	1.0	0.534676	0.205817	2699.0	5.038117	0.0	0.0	2.790259	0.0	11
0.075221	0.066372	0.10177	0.004425	0.028761	1207	2.941176	14.705882	2.941176	0.0	0.0	8.823529	2.941176	20.0	2.941176	0.283186	2538.0	1.0	452.0	452.0	0.0	0.159292	0.084071	0.0	0.210526	0.026316	0.0	0.078947	0.0	0.0	0.210526	0.0	0.0	1.0	0.511062	0.196903	2538.0	4.623894	0.0	0.0	2.509302	0.0	8
0.04065	0.073171	0.04878	0.012195	0.04065	1208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.555556	0.0	0.162602	1157.0	1.0	246.0	246.0	0.0	0.146341	0.174797	0.0	0.046512	0.0	0.0	0.139535	0.0	0.0	0.697674	0.004065	0.0	1.0	0.373984	0.296748	1157.0	3.727642	0.0	0.0	1.711691	0.0	7
0.070513	0.070513	0.076923	0.0	0.044872	1209	0.0	0.0	0.0	0.0	0.0	4.545455	0.0	13.636364	4.545455	0.285256	1728.0	1.0	312.0	312.0	0.003205	0.147436	0.099359	0.0	0.0	0.129032	0.0	0.129032	0.032258	0.0	0.16129	0.003205	0.0	1.0	0.50641	0.198718	1728.0	4.541667	0.0	0.0	2.271238	0.0	8
0.05305	0.076923	0.047745	0.005305	0.058355	120	5.0	0.0	0.0	0.0	0.0	0.0	0.0	10.344828	0.0	0.190981	1895.0	1.0	377.0	377.0	0.0	0.185676	0.167109	0.0	0.349206	0.079365	0.0	0.015873	0.0	0.0	0.238095	0.0	0.0	1.0	0.408488	0.212202	1895.0	4.039788	0.0	0.0	2.190166	0.0	8
0.096698	0.103774	0.087264	0.009434	0.037736	1210	0.0	2.439024	4.878049	0.0	0.0	0.0	21.95122	13.636364	0.0	0.174528	2185.0	1.0	424.0	424.0	0.0	0.122642	0.160377	0.0	0.0	0.147059	0.0	0.058824	0.029412	0.044118	0.426471	0.0	0.0	1.0	0.403302	0.207547	2183.0	4.160377	0.0	0.0	2.047257	0.0	8
0.095355	0.066015	0.102689	0.00489	0.03912	1211	2.564103	12.820513	2.564103	0.0	2.564103	0.0	0.0	18.518519	0.0	0.261614	2282.0	1.0	409.0	409.0	0.0	0.171149	0.05379	0.0	0.0	0.136364	0.0	0.045455	0.045455	0.090909	0.363636	0.0	0.0	1.0	0.449878	0.205379	2282.0	4.584352	0.0	0.0	2.433135	0.0	9
0.053118	0.064665	0.073903	0.006928	0.048499	1212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.571429	0.0	0.277136	2322.0	1.0	433.0	433.0	0.0	0.161663	0.073903	0.0	0.0	0.09375	0.0	0.0625	0.0	0.0	0.71875	0.0	0.0	1.0	0.364896	0.240185	2322.0	4.381062	0.0	0.0	2.18758	0.0	9
0.021918	0.038356	0.049315	0.005479	0.071233	1213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.367123	2085.0	1.0	365.0	365.0	0.0	0.180822	0.060274	0.0	0.090909	0.272727	0.0	0.272727	0.0	0.0	0.0	0.0	0.0	1.0	0.394521	0.205479	2085.0	4.720548	0.0	0.0	2.484746	0.0	8
0.060291	0.130977	0.106029	0.0	0.022869	1214	3.448276	10.344828	0.0	0.0	0.0	6.896552	0.0	4.761905	0.0	0.266112	2692.0	1.0	481.0	481.0	0.0	0.126819	0.076923	0.0	0.0	0.027027	0.0	0.297297	0.162162	0.189189	0.027027	0.002079	0.0	1.0	0.417879	0.2079	2692.0	4.591667	0.0	0.0	2.394423	0.0	10
0.080338	0.052854	0.109937	0.004228	0.073996	1215	0.0	2.631579	0.0	0.0	0.0	2.631579	0.0	8.0	0.0	0.221987	2349.0	1.0	473.0	473.0	0.0	0.133192	0.124736	0.016949	0.118644	0.0	0.016949	0.220339	0.0	0.0	0.423729	0.004228	0.0	1.0	0.395349	0.192389	2349.0	3.970276	0.0	0.0	2.043884	0.0	8
0.090395	0.09322	0.076271	0.0	0.028249	1216	3.125	0.0	0.0	3.125	3.125	9.375	3.125	24.242424	0.0	0.234463	1945.0	1.0	354.0	354.0	0.0	0.169492	0.090395	0.0	0.09375	0.1875	0.0	0.1875	0.03125	0.0	0.25	0.0	0.0	1.0	0.508475	0.217514	1945.0	4.50565	0.0	0.0	2.340076	0.0	9
0.06	0.06	0.07	0.0	0.04	1217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	483.0	1.0	100.0	100.0	0.0	0.15	0.18	0.0	0.055556	0.111111	0.0	0.0	0.055556	0.222222	0.277778	0.0	0.0	1.0	0.59	0.29	483.0	3.84	0.0	0.0	1.90641	0.0	4
0.061181	0.06962	0.086498	0.004219	0.046414	1218	0.0	3.448276	6.896552	3.448276	0.0	6.896552	0.0	15.151515	0.0	0.28692	2615.0	1.0	474.0	474.0	0.0	0.135021	0.084388	0.0	0.075	0.15	0.0	0.075	0.0	0.0	0.475	0.0	0.0	1.0	0.415612	0.225738	2615.0	4.527426	0.0	0.0	2.385851	0.0	9
0.060241	0.072289	0.063253	0.012048	0.045181	1219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.333333	0.0	0.231928	1704.0	1.0	332.0	332.0	0.0	0.162651	0.099398	0.0	0.030303	0.121212	0.0	0.030303	0.0	0.030303	0.333333	0.0	0.0	1.0	0.572289	0.253012	1704.0	4.14759	0.0	0.0	2.031208	0.0	8
0.04878	0.065041	0.086721	0.00271	0.056911	121	0.0	0.0	5.555556	0.0	0.0	0.0	0.0	4.166667	0.0	0.230352	1837.0	1.0	369.0	369.0	0.00271	0.113821	0.146341	0.0	0.0	0.0	0.0	0.055556	0.0	0.0	0.518519	0.00813	0.0	1.0	0.449864	0.238482	1837.0	3.961749	0.0	0.0	1.635889	0.0	8
0.067568	0.083333	0.06982	0.002252	0.036036	1220	3.333333	3.333333	3.333333	0.0	3.333333	0.0	3.333333	21.621622	0.0	0.238739	2545.0	1.0	444.0	444.0	0.0	0.164414	0.099099	0.0	0.045455	0.159091	0.022727	0.068182	0.068182	0.204545	0.136364	0.0	0.0	1.0	0.515766	0.238739	2545.0	4.754505	0.0	0.0	2.78681	0.0	10
0.068627	0.052941	0.092157	0.009804	0.045098	1221	2.857143	5.714286	8.571429	0.0	5.714286	0.0	0.0	22.222222	0.0	0.243137	2757.0	1.0	510.0	510.0	0.0	0.190196	0.076471	0.0	0.102564	0.179487	0.0	0.0	0.076923	0.0	0.307692	0.0	0.0	1.0	0.435294	0.221569	2757.0	4.413725	0.0	0.0	2.373755	0.0	10
0.093023	0.05814	0.127907	0.0	0.063953	1222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.290698	924.0	1.0	172.0	172.0	0.0	0.116279	0.05814	0.0	0.2	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	1.0	0.55814	0.19186	924.0	4.383721	0.0	0.0	2.135898	0.0	6
0.075	0.052273	0.070455	0.002273	0.029545	1223	0.0	0.0	6.060606	0.0	0.0	9.090909	3.030303	13.043478	0.0	0.279545	2404.0	1.0	440.0	440.0	0.0	0.140909	0.095455	0.02381	0.142857	0.238095	0.0	0.214286	0.0	0.0	0.02381	0.0	0.0	1.0	0.386364	0.254545	2404.0	4.479545	0.0	0.0	2.292188	0.0	9
0.055675	0.092077	0.08137	0.008565	0.029979	1224	0.0	3.846154	0.0	0.0	0.0	0.0	0.0	6.976744	0.0	0.229122	2450.0	1.0	467.0	467.0	0.0	0.152034	0.12848	0.0	0.116667	0.083333	0.016667	0.116667	0.15	0.15	0.016667	0.0	0.0	1.0	0.438972	0.222698	2450.0	4.259101	0.0	0.0	2.190914	0.0	9
0.068783	0.082011	0.084656	0.002646	0.037037	1225	7.692308	3.846154	3.846154	0.0	0.0	0.0	0.0	9.677419	0.0	0.201058	1955.0	1.0	378.0	378.0	0.0	0.156085	0.116402	0.0	0.068182	0.090909	0.0	0.0	0.0	0.068182	0.636364	0.002646	0.0	1.0	0.391534	0.248677	1955.0	4.179894	0.0	0.0	2.180825	0.0	8
0.094595	0.081081	0.076577	0.0	0.054054	1226	0.0	9.52381	0.0	0.0	2.380952	14.285714	0.0	8.333333	2.380952	0.216216	2387.0	1.0	444.0	444.0	0.0	0.13964	0.09009	0.05	0.075	0.075	0.125	0.125	0.0	0.0	0.225	0.0	0.0	1.0	0.414414	0.247748	2387.0	4.382883	0.0	0.0	2.187655	0.0	8
0.090909	0.079545	0.130682	0.0	0.056818	1227	0.0	12.5	0.0	0.0	0.0	0.0	0.0	35.714286	0.0	0.272727	987.0	1.0	176.0	176.0	0.0	0.096591	0.045455	0.0	0.0	0.375	0.0	0.25	0.0	0.0	0.25	0.0	0.0	1.0	0.636364	0.227273	987.0	4.613636	0.0	0.0	2.179094	0.0	8
0.078431	0.039216	0.113725	0.003922	0.058824	1228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.231373	1281.0	1.0	255.0	255.0	0.0	0.168627	0.113725	0.0	0.137931	0.172414	0.0	0.137931	0.103448	0.0	0.137931	0.0	0.0	1.0	0.407843	0.188235	1281.0	4.031373	0.0	0.0	2.050107	0.0	8
0.075	0.079545	0.054545	0.006818	0.036364	1229	0.0	3.030303	3.030303	0.0	0.0	24.242424	0.0	8.571429	0.0	0.175	2284.0	1.0	440.0	440.0	0.0	0.152273	0.145455	0.0	0.171875	0.203125	0.0	0.046875	0.015625	0.0	0.40625	0.0	0.0	1.0	0.372727	0.275	2284.0	4.204545	0.0	0.0	2.191715	0.0	8
0.075926	0.074074	0.112963	0.005556	0.055556	122	0.0	7.317073	4.878049	0.0	0.0	9.756098	0.0	15.0	4.878049	0.268519	2918.0	1.0	540.0	540.0	0.0	0.151852	0.033333	0.0	0.0	0.111111	0.0	0.111111	0.0	0.0	0.055556	0.0	0.0	1.0	0.377778	0.222222	2918.0	4.418519	0.0	0.0	2.293071	0.0	9
0.045738	0.108108	0.079002	0.004158	0.045738	1230	0.0	0.0	0.0	4.545455	0.0	0.0	0.0	9.615385	0.0	0.197505	2499.0	1.0	481.0	481.0	0.0	0.155925	0.139293	0.0	0.014925	0.119403	0.0	0.074627	0.0	0.0	0.492537	0.002079	0.0	1.0	0.438669	0.222453	2499.0	4.202083	0.0	0.0	2.083366	0.0	10
0.090909	0.051136	0.079545	0.0	0.045455	1231	0.0	6.25	0.0	0.0	0.0	6.25	0.0	0.0	0.0	0.1875	917.0	1.0	176.0	176.0	0.0	0.142045	0.159091	0.0	0.035714	0.178571	0.0	0.0	0.0	0.0	0.607143	0.0	0.0	1.0	0.477273	0.244318	917.0	4.227273	0.0	0.0	1.989902	0.0	6
